Date,Member,Company,Project,Location,Department,Service #,Hours,Notes,Billable
21/03/2023 00:00,JMejia,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895916,0.17,read the user's reply called her discussed on her laptop everything is working fine on her laptop she can work with it after the fix that we did but she just cannot run a code from her laptop it is referencing the files that she previously deleted she tried out the code to her manager and it is working they have decided to send off the laptop to the retailer as advised as it is still under warranty she will receive it back on the weekend will follow up with the user after 2 weeks,Billable
21/03/2023 00:00,CLovell,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,897932,0.02,Checked Splash Note: Y Best Contact Information:07983586739 Is this a new Issue or Reoccurring: New How many users affected: 1 Start of Issue time: 0908 Device Name/Description: LAPTOP-FCEUD19N Description of Issue: Restarted laptop and it is now asking for the BitLocker key.,Billable
21/03/2023 00:00,CLovell,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,897932,0.12,I went to MPS I found the BitLocker key.  I then confirmed it was the correct one.  I then gave this to Milton over the phone.  This was correct I will send Milton an email to confirm that he is in and everything is okay.,Billable
21/03/2023 00:00,CLovell,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,897932,0.02,"Hi Milton,  Please could you confirm you are now int your laptop and it is working all okay and we can get the ticket closed for you.  Thank you, Chris Lovell",Billable
21/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896430,0.07,Tavia is based in Singapore. I Tried to contact her in this number 006591503267 given by her company but she was not answering,Billable
21/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896430,0.05,I called again Tavia she said the issue already sorted yesterday when she called directly to trident,Billable
21/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896430,0.02,"Hi Tavia,   Good day!  Thank you for taking my call and informing us the issue has been sorted.  Thank you,  Ron Custodio",Billable
21/03/2023 00:00,Jpession,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896462,0.33,"Logged into 365 Admin Center. Checking account again i can see it does have the correct licensing:  image  Removed and Re assigned the Business Voice license. However the account is reporting it needs a ""Microsoft 365 Domestic Calling Plan""  Re assigned again using the licenses pane. This should resolve the issue. Going to confirm with the user. ",No Charge
21/03/2023 00:00,Jpession,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,898013,0.15,Checked Splash Note: Yes Best Contact Information: 07983586739 Is this a new Issue or Reoccurring: New How many users affected: 1 Start of Issue time: Device Name/Description: LAPTOP-FCEUD19N Description of Issue: Milton is requesting admin credentials to run some DNS changes. They are having internet issues and are unable to work .,Billable
21/03/2023 00:00,Jpession,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,898013,0.07,Informed Milton that i am not authorised to hand Admin Details over the phone. Also the Only details we seem to have are our own trident details.  Support hours are also expired and thus i am unable to action anything. Going to Message STL and BM to see if this can be actioned. ,Billable
21/03/2023 00:00,FWebb,Wilbury Stratton Consultants Ltd,,Trident Head Office,Business Operations,898049,1,"Order prepped, checked by Euan, and processed through to completion. Had a hell of a time clearing up their overusage - about 3.5 hours in total, spread across a bunch of tickets, which took a while to work through. Advised support that they're off of block, but none of their tickets were on hold - probably why there was so much overusage.  Closing this ticket.",Non-Billable
21/03/2023 00:00,CLovell,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,897932,0.07,"Hi Milton,  Excellent no problem at all!  I will close the ticket, if you have any further issues please do let me know.  Thank you, Chris Lovell",Billable
21/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896604,0.42,"Added name and email [image]  Added licences [image]  [image]  Removed Skype for business online (Plan 2) as it was part of 2 licences)  Added user to ""wilbury@wscl.com"" and ""WilburyUK"" groups [image]  Only 4 people in Wilbury Stratton Consultants group, will ask if this is what they need access to [image] ",Billable
21/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896604,0.02,"Hello Kacie,  I just wanted to check with you, is this the group that this user needs access to : [image]  Kind Regards, Dre",Billable
21/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,898013,0.03,"Hi Milton,  Good day!  This is to inform you that your request has been received. The ticket ID 898013  has been registered with our system. You can use the ticket to track your request and use it as a reference during future interactions.   Thank you for contacting Trident Support.   Ron Custodio",Billable
21/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,898013,0.02,I called Milton but he says he's away in the office at the moment back at 2:00. I will try to call again later,Billable
21/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896604,0.03,Added user to specified group [image] ,Billable
21/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896604,0,"Reason for Referral: Checking over new starter How Urgent: p3 Confirm Budget:  Client updated: Will send over details once checked  Manage the client expectations, there may not be someone available straight away",Billable
21/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,898013,0.02,"Hi Milton,  Good afternoon!  I called your number a while ago but no one answer. Please let me know when you are available.  Thank you,  Ron Custodio",Billable
21/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,898013,0.03,Before calling him I have check the DNS filtering in his device in MPS  it was disabled. I enabled then call him after 20 minutes. He said DNS is working now. Not 100 percent sure if it is related to MPS but he said the issue is fixed  [image] ,Billable
21/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,898013,0.05,"Hi Milton,  Good afternoon!  Thank you for answering my call and letting us know DNS issue in your device already fixed. We are closing the ticket from our end. Thanks for your patience! If you have any further questions, please feel free to contact us on 01273662777.  We would be more than happy to help you!   Thank you for contacting Trident Support.   Ron Custodio",Billable
20/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896430,0.03,I called Tavia in this number 01273 741300 but the person answered my call he said Tavia is not there at the moment and he don't have the contact number. He just said contact her through email,Billable
20/03/2023 00:00,Jpession,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896462,0.07,"Hi Eunice,   Just wanted to check that Teams Voice is now working correctly? Please let me know if there are any ongoing issues.  Many Thanks Joel",No Charge
20/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896430,0.03,"Hi Tavia,  Good day!  I just want to check if you are still free for us to have a quick chat regarding your  request # 896430.  I called your number 01273 741300 but I could not reach you.  Thank you,   Ron Custodio",Billable
17/03/2023 00:00,JMejia,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896415,0.02,Checked Splash Note: Y  Best Contact Information: Tavia | 01273 741300 Is this a new Issue or Reoccurring: N How many users were affected: 1 Start of Issue time: 0800 Device Name/Description: Please attach Config if able Description of Issue: Unable to connect to the internet,Billable
17/03/2023 00:00,lsargent,Wilbury Stratton Consultants Ltd,,Trident Head Office,Management,896357,0.57,Cancelled direct debit mandate. Changed in sage and connectwise,Non-Billable
17/03/2023 00:00,JMejia,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896415,0.33,Received a call from the user Explained that she cannot access the internet Can connect to the WIFI but its stuck at no internet Guided her through CMD>Ipconfig - Unable to run ipconfig Guided her through uninstalling/reinstalling the WIFI Driver in the device manager - Was able to do this successfully Advised her to connect to the office WIFI again - Can connect now Ask to try surfing the internet to test everything - Can now surf the internet All good now No other concerns,Billable
17/03/2023 00:00,JMejia,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896415,0.05,"Hi Tavia,  Good day!  Thank you for contacting Trident!  We have already resolved your internet issue by guiding you on how to uninstall and reinstall your WIFI Network Driver and we were able to connect back to the internet.  I will now go ahead and mark this ticket as resolved but for any other issues and concerns, feel free to reply to this email and I will be more than willing to help you. A survey will also be sent to your email address and your feedback is greatly appreciated. Thank you and have a lovely day!  Regards, JD Mejia",Billable
17/03/2023 00:00,JMejia,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896403,0.02,"Hi Tavia,  Good day!  Thank you for contacting Trident!  We have already resolved your internet issue by guiding you on how to uninstall and reinstall your WIFI Network Driver and we were able to connect back to the internet.  I will now go ahead and mark this ticket as resolved but for any other issues and concerns, feel free to reply to this email and I will be more than willing to help you. A survey will also be sent to your email address and your feedback is greatly appreciated. Thank you and have a lovely day!  Regards, JD Mejia",Billable
17/03/2023 00:00,GWayman,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891497,0.32,Spoke to Richard and remoted onto his machine.  - Had a look around and couldn't see anything untoward aside from Chrome and Teams having a load of processes running and chewing up his Memory.  - Richard only has 8GB in his laptop and was consistently running at 90% utilisation.  - Talked through keeping an eye on Chrome Tabs and closing anything that isn't needed.  - He said he was happy to keep an eye on it and good to know there's nothing suspicious going on with it.  - Also said he's happy to close the ticket.  Complete,Billable
17/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.03,"Tried calling, Kacie is not based at the office the phone is linked to so i will email.",Billable
17/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.02,"Good afternoon,  I just wanted to check you have received the credentials ok and if there was anything else that was required before i close the ticket?   Many thanks,  Sophi",Billable
17/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896430,0.03,"Hi Tavia,  Good day!  Thanks for contacting trident! This is to inform you that your request has been received.  Thank you,  Ron Custodio",Billable
17/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896430,0.02,I called this number 01273 741300 Wilbury Stratton Consultants Ltd I asked about Tavia Chua The person said to me who answered the phone to call back on Monday Malaysia time.  ,Billable
17/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.02,"Hi Kacie,  Ok, thankyou for letting me know.   Many thanks,  Sophi",Billable
17/03/2023 00:00,CSelwyn,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896462,0.02,"Hi Kacie,  I can confirm your ticket has been assigned to an engineer.  Thanks,  Charlie",No Charge
17/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.52,"Gave amy an admin account for the wilbury - Authed by Dan. she also asked to take off licenses from a couple accounts that was missed on a different ticket: 892992 Mailboxes were already setup as shared but still had the licenses attached to the account. the permissions are going to take a little but to update on the account but I walked the user through getting access to admin, and we setup MFA on this account so it's not a risk. client is happy to close off the ticket. - they will let us know if they have any further questions about admin. image ",Billable
17/03/2023 00:00,Jpession,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896462,0.18,Checked office 365. Eunice appears to have the correct licenses on her account:  image  Going to email Kacie asking to confirm if she added the license herself. ,No Charge
17/03/2023 00:00,Jpession,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896462,0.1,"HI Kacie,  I have checked office 365, Eunice already has the correct license. Just wanted to check if you added the Business Voice licenses yourself?   Many Thanks Joel",No Charge
17/03/2023 00:00,Jpession,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,896462,0.07,"Hi Kacie,  You are correct that is something we normally do. However in this case the licenses on Eunice account are correct and he already has a Voice license.   Many Thanks Joel",No Charge
16/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895843,0.03,"Good Morning Milton,   Hope you are well, please can you confirm a suitable time for me to give you a call and remote onto your laptop to have a look at things?  Thank you,    Tim. ",Billable
16/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895642,0.02,"Hello Darren,   Please let me know when you will be off your meeting, then we can catch up.  Kind Regards Szymon",Billable
16/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.17,"Looked over the work and this all looks good, excellent work considering no documentation. Checking MFA as well just in case, looking at it, it seems that all the other users are all disabled apart from Abi Bennet   image ",Billable
16/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.12,I have sent the password via an encrypted email.  image ,Billable
16/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.02,"Good morning Kacie,  My apologies for the delay. The user is fully set up and I have sent you the new users credentials via an encrypted email. Let me know once you have got this ok and if there is anything else required before the ticket is closed.  Many thanks,  Sophi",Billable
16/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895642,0.17,"Hello Daren,  Finally we have made it. We have disabled all multi-cpu features and it did the trick.  [image]   [image]  [image]  All the best - now PC is running super fast.  Kind regards Szymon",Billable
16/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.05,Hi Dan   Please could you authorise Amy's request in regards to having an admin account to manage the new user on boarding and share point permissions.  Many thanks Sophie,Billable
16/03/2023 00:00,MAustin,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892409,0.08,"Hi Nicole,  Thank you for confirming. Please could you let me know your next available time and day when we could remote on to your machine.   Kind regards, Matt Austin",Billable
16/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895843,0.02,"Hi Milton,   230 sounds great I will call you then.    Tim. ",Billable
16/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895843,0.05,"Hi Milton,   Apologies for this I completely lost track of time! Monday sounds great, I will book myself in for 10:00.   Tim. ",Billable
16/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.02,Next steps:  Get authorisation from Dan about creating amy wood an admin account in 365 to only manage user accounts and sharepoint permissions.  This is last request on ticket ,Billable
16/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.02,Hi Amy  I'm booked out on a customer site now tomorrow and handing over this ticket to another engineer James Morgan.  Please could Dan respond to the email with authorisation.  Many thanks Sophie,Billable
15/03/2023 00:00,MAustin,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,893132,0.1,"Hi Abi,  I hope you are well. I was wondering if we could continue to look into the issues your facing with your laptop.  Please let me know when you are available to do this.  Kind regards, Matt Austin ",Billable
15/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.02,"Hi Kacie,   I have been assigned to your ticket and will be actioning this today. I will be in touch once the account is set up, with the credentials.  Many thanks,  Sophi",Billable
15/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895642,0.25,"Hello Darren,   Main reason of your PC running so slow was Internet connectivity.   [image]  It's not secure to use open Wi-Fi, please let me know when you will be at the office and we can have a look again.  Kind regards Szymon",Billable
15/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.2,"The following licenses are needed for this new user;   Exchange online plan 2, Microsoft 365 business standard, Microsoft 365 business voice, Microsoft 365 Fi, Microsoft international calling plan for SMB",Billable
15/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.03,"Good afternoon Dave,  One of the following licenses are required for a new user;   Exchange online plan 2, Microsoft 365 business standard, Microsoft 365 business voice, Microsoft 365 Fi, Microsoft international calling plan for SMB  many thanks,  Sophi",Billable
15/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892835,0.1,"Afternoon Abi,   I have just tried to give you a call on +65 8869 2665 to see if you need any further help with this. I will close this one off for now as looking at the comments my colleague Anthony has now resolved this for you.   However, I will keep it in my name so if you need any further help you can reply back to this email. Speak soon,    Tim. ",Billable
15/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895642,0.03,Darren called asking for Szymon but he is on the phone. Let Darren know to expect a call back ASAP  07906484001 ,Billable
15/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880551,1.42,I created a powershell script that has taken the domains and filtered them down to count how many times each domain appears in the block list. Now I can check just the main domains and block the individual email addresses.,Billable
15/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.08,I have contacted MH about updating the splash note with the below information r.e VoIP.,Billable
15/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.03,"Hi Dave,   My apologies, i have passed this onto my manager r.e VoIP.  Yes, F1 is correct. My apologies as well for not spotting this spelling error. Thank you for your assistance.   Many thanks,  Sophi",Billable
15/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.3,I have set up the new user account without licenses while waiting for them to be purchased by carden it.   image   I added the office and job information.  image   image   I added user to the requested inbox image  I then added licenses to the users account   image  I added the user to the requested distribution lists  image  image ,Billable
15/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895642,1.55,"Hello Darren,   We change your performance settings: - power settings  Alternative steps we did - save as different version of Excel - copy content to new file -  [image]   [image]  After BIOS update and performance settings all has been working much better. We re - installed Office - Excel still performs slowly. I the end we run in safe mode and everything was fine. I have created shortcut to program in safe mode, and may log this with Microsoft     Kind regards Szymon  ",Billable
15/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880551,2.08,Ran script to tidy up allowed list.,Billable
15/03/2023 00:00,LFeingold,Wilbury Stratton Consultants Ltd,,Trident Head Office,Business Operations,895813,0.03,this has been done for you,Non-Billable
15/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.07,Spoke with Charlie Said to not split off request in another ticket and to get this authorised  ,Billable
15/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.07,"Hi Amy   Thanks for getting in touch.  I will need to get admin permissions authorised first with Dan. We will need to set you up with a separate account.   Once this has been confirmed, I can set you up.  Many thanks Sophie",Billable
15/03/2023 00:00,SBubble,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895713,0.03," Reason for Referral: Needs a 2nd or 3rd line to check (had no response on teams) How Urgent: Quite urgent - The client requested by the end of today Confirm Budget:  Client updated: I will update them with the point i have reached before i leave  Manage the client expectations, there may not be someone available straight away",Billable
15/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.07,Hi Amy   Just to let you know MKL has the licenses applied for external calls.  She may need to sign out and back in.  image Let me know whether you have any issues with this.  Many thanks Sophie ,Billable
15/03/2023 00:00,JMejia,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895916,0.02,Checked Splash Note: Y Best Contact Information: Sneha | 07852 544 266 Is this a new Issue or Reoccurring: N How many users were affected: 1 Start of Issue time: 1611 Device Name/Description: Please attach Config if able Description of Issue: OneDrive is stuck processing files,Billable
15/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880551,1.33,"Added 50 domains to the allowed list, in preparation for the change from Mimecast.  ======================================================================  Teams message sent to Dan:  Hi Dan   I have added over 50 domains to the office 365 allowed domains list, in preparation of the move from Mimecast.   Also, im going to enable two policies in Office 365 today.   Block legacy authentication - I have had this in report mode for a month and nothing is listed, so this wont break anything for you, but will prevent older methods of logging in, normally used by bad actors.   Require users to add security information - With this option enabled, the next time users login to Office 365 in a browser (Chrome, Edge etc), if they havent already setup Multifactor Authentication, they will be asked to set it up. This is in preparation of enabling MFA company wide in the future. Ive not enabled the option to require it with using Outlook etc.   If you have any issues relating to this, please let me know. I dont foresee many people seeing the MFA setup screen, as the browser option isnt used very often. This is more to save time before the MFA enforcement.   ===================================================================================================  Following this, I have enabled the following Conditional Access Policies Securing security info registration - Force users to register for MFA Wilbury - Users - Block Legacy Auth - Block legacy auth applications ",Billable
15/03/2023 00:00,JMejia,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895916,1.17,Received a call from the user Explained the scenario Found out that her OneDrive is stuck in processing as well Quit OneDrive - still the same Uninstall OneDrive - worked but it left the files on the desktop and unable to delete it as well Unlink the account - worked but it left the files on the desktop and unable to delete it as well I think the files that were left are already corrupt as it does not update from the OneDrive already Offered to have her profile renewed She told me that her device has just been reset last week Checked the serial number of the device the device is still under warranty Recreated her profile Resetup everything All good now No other concerns,Billable
15/03/2023 00:00,JMejia,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895916,0.05,"Hi Sneha,  Good day!  Thank you for your patience and understanding in this case. We have already renewed your profile which helps us resolve your corrupted user profile and OneDrive folder. This might just be a workaround as I am seeing a bigger picture that your hard disk might be faulty already. Luckily, the device is still under warranty until August 2024 but please be prepared that this device might run into another issue again.  Just in case you may encounter any issues with it again, please let them know about the history of your laptop and have them to book a Dell engineer to look at your laptop.  We will now mark this ticket as resolved but for any other issues and concerns, feel free to reply to this email and we will be more than willing to help you. Thank you and have a lovely evening!  Regards, JD Mejia",Billable
15/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895170,0.02, [image] EDR installation has resolved.,Billable
15/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.02,Hi Amy  Just quickly following up on this ticket.  Please do let me know whether there's any issues.  Many thanks Sophie,Billable
15/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880551,2.02,"I have emailed Dave King and he maybe away from the office today. After calling their support, they said he should be in, but if he doesnt come back to me by mid morning, ill call again.  ====================================================================================================  Checked MFA registration events since I spoke to Dan  Event Date       userPrincipalName     userDisplayName     authenticationMethodUsed     activityType     activityStatus 10/03/2023     MKL@wscl.com          Mary-Kate Lynn         Windows Hello for Business     Registration     Success 10/03/2023     we@wscl.com             Will Emerson             Windows Hello for Business     Registration     Success 10/03/2023     MKL@wscl.com          Mary-Kate Lynn         SMS                                               Registration     Success 10/03/2023     bv@wscl.com              Beth Vermee              Windows Hello for Business     Registration     Success  I'll send Dan a message on Teams to let him know that im going to enable the policy for users to register MFA when logging in via a browser.  ====================================================================================================  Adjusted CA Policy to only require registration if using the browser.  =====================================================================================================  I have got access to Mimecast and have exported the block / allow list, which has 14k entries.",Billable
15/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891497,0.13,"Called Richard and confirmed to touch base on Friday at 10:30 for me to remote on and check anything I can.  Richard has confirmed however, that the laptop has been performing correctly since Monday.  [image] ",Billable
15/03/2023 00:00,MAustin,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892409,0.02,"Hi Nicole,  I hope you are well. Please could you confirm how the performance of your machine has been since we last spoke.  Kind regards, Matt Austin ",Billable
15/03/2023 00:00,EThorpe,Wilbury Stratton Consultants Ltd,,Trident Head Office,Sales,,0.17,Chased Dan up to try get a call arranged to sign this order off.,Non-Billable
14/03/2023 00:00,EThorpe,Wilbury Stratton Consultants Ltd,,Trident Head Office,Sales,,0.35,Spoke to Lauren to understand how we would transfer licenses over. Just need to confirm with Dan and get order placed.,Non-Billable
14/03/2023 00:00,JBrito,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,880875,0.02,DNS Filter and Patch Management got pulled as caused some issues Jnr asked for this to be re-visited in 1 month Scheduled myself then,Billable
14/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.03,"Hi Amy   I just need to get this request authorised first as its permissions related.   I need either Dan, Kacie, Richard or Abi Bennet to respond to this email for written confirmation. As soon as that's done I can process the request.  Many thanks Sophie",Billable
14/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895170,0.03," [image] Giving it time to resolve itself, just came online.",Billable
14/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895221,0.22,"Spoken with Darren, created contact - resolve his issue with website. He only had wrong link to it. ",Billable
14/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895221,0.03,"Hello Darren,    As we spoken over the phone, it's save to clear browsing history and cookies etc. Plus if you wish to be more incognito - use Incognito mode in Chrome like I have shown you. Any problems do not hesitate to reach us.  Kind regards Szymon",Billable
14/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.05,time on phone 01273 741300 - spoke to colleague  Said they are out of office/away from desk  Dan will be due back in a short while but will pass on the message ,Billable
14/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.02,Hi Dan   I just tried calling through but was advised you are away for a short while.  Please could you authorise the below mailbox permissions request for Amy.  Many thanks and much appreciated Sophie,Billable
14/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0,Hi Dan  Thank you. I can confirm I have received this.  I will action the request now.  Many thanks Sophie,Billable
14/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.12,Finance@wscl.com permissions added  image financeAPAC@wscl.com permissions added  image  financeusa@wscl.com permissions added  image Permissions added to simons mailbox  image Permissions added to ZP's (Zoe Page's) Mailbox  image ,Billable
14/03/2023 00:00,SWheeler,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,895007,0.05,"Hi Amy  This request has now been actioned.  Please note mailbox permissions could take up to an hour to sync in 365, to see changes Mary-Kate may need to sign out of Outlook. If using the desktop application she will need to relaunch this.  Please do let me know whether there's any issues.  Many thanks Sophie  ",Billable
14/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,894086,0.03,"Hi Amy,  Thank you for informing us. Have a lovely day!  Thank you,  Ron Custodio  ",Billable
13/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,894086,0.05,"Hi Amy,   Good morning.  Licensed/Unlicensed  users exported from Office 365. Please attached file.  Thank you,  Ro Custodio",Billable
13/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,894086,0.1,Get the the list of Licensed/Unlicensed users  Login to Office 365 Active users Export users  [image]  Saved.   Filters the file Separate the Licensed and Unlicensed in 2 sheet saved as excel file. Call Amy informed about the file I attached on the request ,Billable
13/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,894746,0.02,"Hi Sarah,   Thank you for confirming this. I will give you a call when I am back from lunch.   Speak soon,    Tim. ",Billable
13/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,889834,0.38,Confirmed that Amy has a separate laptop now. Sarah will speak with Amy as she has this   Whilst on the phone helping out Mary Imported machine into MPS and used N-able in the meantime [image]  Synchronised Sharepoint library they needed [image]  [image]  Couldn't sign into Outlook to active Checked 365 and the user didn't have a license attached to their account [image] This is now complete:  [image]   [image] This is now resolved [image]  ,Billable
13/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,889834,0.02,"Hi Sarah,   As mentioned, if you can reply to this email when the laptop is back in the office and a user is around to supply the Pro license key I will see if I can get this sorted remotely.   It might be necessary to send the laptop to Trident but I can confirm that then.   Speak soon,    Tim. ",Billable
13/03/2023 00:00,ASoan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892835,0.03,"Hi Abi,  I just wanted to check in to see how everything had been on Monday please? Is there anything else that we can help with?  Kind regards,  Anthony",Billable
